,Late Delivery Probability,Risk Category,Actual Late Delivery,Key Risk Drivers,Order Region,Customer Segment,Customer Country,Product Name,Category Name,Department Name,Shipping Mode,Order Status
128528,0.74785924,High Risk,1,"Shipping Mode_Same Day,Mode Risk Flag,Shipping Mode_Standard Class",South America,Home Office,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Same Day,COMPLETE
94517,0.74784994,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
73189,0.7478495,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,CLOSED
120643,0.74784446,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Home Office,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
175182,0.747839,High Risk,0,"Shipping Mode_Same Day,Mode Risk Flag,Shipping Mode_Standard Class",Eastern Asia,Home Office,EE. UU.,Lawn mower,Garden,Outdoors,Same Day,COMPLETE
8609,0.74782455,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
137560,0.7478144,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Home Office,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING
106033,0.747799,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING_PAYMENT
78736,0.7477961,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Home Office,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PENDING
112713,0.74778426,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PROCESSING
118730,0.7477773,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Order Profit Per Order",Eastern Asia,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PROCESSING
90202,0.74773467,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,ON_HOLD
12113,0.74772316,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Home Office,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PROCESSING
51801,0.7476921,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",US Center ,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PAYMENT_REVIEW
8076,0.7476528,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
47868,0.74760747,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Corporate,Puerto Rico,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,CLOSED
162213,0.74760026,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PENDING_PAYMENT
43981,0.74759835,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,COMPLETE
88858,0.74756837,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South Asia,Home Office,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,COMPLETE
50499,0.74755263,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Corporate,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PENDING_PAYMENT
30506,0.747551,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Africa,Corporate,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PENDING_PAYMENT
116969,0.74750066,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
12247,0.74748135,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,ON_HOLD
48568,0.7474588,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Home Office,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
78446,0.74744606,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,CLOSED
120354,0.74744433,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,CLOSED
27520,0.74737036,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,Puerto Rico,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PENDING_PAYMENT
160047,0.747352,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Corporate,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,ON_HOLD
71758,0.7473237,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,COMPLETE
66275,0.74729115,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PROCESSING
37685,0.74727434,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
48330,0.74726295,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
163673,0.7472361,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",US Center ,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PROCESSING
179242,0.7472266,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Product Name_encoded",Southeast Asia,Corporate,EE. UU.,Smart watch ,Sporting Goods,Fitness,Second Class,PENDING
9269,0.7472255,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Corporate,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PROCESSING
2904,0.7472103,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,COMPLETE
176331,0.74720436,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Consumer,Puerto Rico,Adult dog supplies,Pet Supplies,Pet Shop,Second Class,PENDING_PAYMENT
894,0.7471953,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Home Office,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,PENDING_PAYMENT
35638,0.7471718,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,ON_HOLD
66860,0.74715346,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",North Africa,Corporate,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
160857,0.7470775,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,Second Class,PENDING_PAYMENT
14876,0.7470619,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South Asia,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PROCESSING
144648,0.7470591,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South Asia,Consumer,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,COMPLETE
116818,0.74703693,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
108796,0.7470005,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PENDING_PAYMENT
171968,0.7469876,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",East of USA,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
24891,0.74696743,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Corporate,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,CLOSED
165235,0.7469654,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South Asia,Consumer,Puerto Rico,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PROCESSING
22937,0.74694574,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Order Item Profit Ratio",South of  USA ,Corporate,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,PENDING_PAYMENT
141101,0.7469352,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Order Item Profit Ratio",Caribbean,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
62089,0.7469283,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,COMPLETE
130562,0.74691045,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Order Profit Per Order",Western Europe,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
76428,0.74688804,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Home Office,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,PENDING
112982,0.74688655,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING
106441,0.7468626,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
59879,0.7468052,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Eastern Asia,Consumer,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
10547,0.7467893,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
114605,0.74674535,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Eastern Europe,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
62831,0.74674505,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Sales per customer",West Asia,Corporate,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,ON_HOLD
76789,0.7467385,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING_PAYMENT
152291,0.74673027,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Corporate,Puerto Rico,Nike Women's Tempo Shorts,Cardio Equipment,Footwear,Second Class,PROCESSING
110475,0.7467215,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PROCESSING
125576,0.74670064,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",East of USA,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,COMPLETE
165153,0.746581,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South of  USA ,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
154244,0.7464659,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Consumer,EE. UU.,Nike Women's Tempo Shorts,Cardio Equipment,Footwear,Second Class,COMPLETE
163524,0.7464326,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Home Office,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,COMPLETE
146406,0.7463996,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PENDING
141888,0.7463758,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING_PAYMENT
88316,0.74637103,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,COMPLETE
105170,0.7463579,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South Asia,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PENDING
15462,0.7463311,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Corporate,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
163627,0.74632555,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PROCESSING
27826,0.7462439,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Home Office,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
169953,0.7462375,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,Second Class,PENDING_PAYMENT
26051,0.7462213,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,PENDING_PAYMENT
72335,0.74621135,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING_PAYMENT
170735,0.7462051,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",US Center ,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING_PAYMENT
96966,0.7461917,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
146435,0.7461523,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Home Office,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,PENDING_PAYMENT
148855,0.74612314,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,PENDING_PAYMENT
105124,0.74607956,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,ON_HOLD
24996,0.7459853,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING_PAYMENT
149563,0.7459596,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",US Center ,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,CLOSED
2991,0.7458999,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Corporate,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
1728,0.7458772,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,CLOSED
104724,0.7457845,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Caribbean,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
43704,0.7457728,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Eastern Asia,Consumer,EE. UU.,Nike Women's Tempo Shorts,Cardio Equipment,Footwear,Second Class,COMPLETE
128744,0.74576384,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Eastern Asia,Consumer,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,ON_HOLD
64331,0.7456927,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Order Profit Per Order",Southern Europe,Corporate,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,COMPLETE
100821,0.74565077,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Consumer,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,COMPLETE
113931,0.745608,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Eastern Europe,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,COMPLETE
41954,0.74559003,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING_PAYMENT
9163,0.7455696,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Home Office,Puerto Rico,Team Golf New England Patriots Putter Grip,Accessories,Outdoors,Second Class,COMPLETE
162049,0.74555796,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
7380,0.74551886,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Corporate,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,PROCESSING
154760,0.7454335,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Corporate,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,COMPLETE
114154,0.7454179,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West Asia,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PROCESSING
169979,0.74538195,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
141196,0.74534065,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southeast Asia,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PENDING_PAYMENT
72774,0.7453104,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Central America,Consumer,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,CLOSED
22154,0.74530107,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Eastern Asia,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,COMPLETE
78595,0.7452704,High Risk,0,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Northern Europe,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,PENDING
149452,0.7452505,High Risk,1,"Shipping Mode_Standard Class,Order Profit Per Order,Mode Risk Flag",Western Europe,Corporate,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,Second Class,COMPLETE
115522,0.7451867,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Corporate,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,PROCESSING
24493,0.7451709,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Oceania,Consumer,Puerto Rico,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,COMPLETE
9144,0.7451612,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Eastern Asia,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,CLOSED
112505,0.7451349,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",North Africa,Home Office,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,COMPLETE
64680,0.7450507,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",West of USA ,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
100663,0.74503666,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Order Profit Per Order",West Asia,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,Second Class,PENDING_PAYMENT
130807,0.74500996,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",East of USA,Home Office,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,Second Class,COMPLETE
39614,0.7450068,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",East of USA,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,Second Class,COMPLETE
104530,0.7449831,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Corporate,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,COMPLETE
165249,0.7449654,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Consumer,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,Second Class,PENDING_PAYMENT
108902,0.74495596,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Western Europe,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,COMPLETE
39887,0.7449324,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South of  USA ,Home Office,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,Second Class,COMPLETE
35269,0.7449113,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",South America,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PROCESSING
132399,0.7448855,High Risk,1,"Shipping Mode_Standard Class,Mode Risk Flag,Shipping Mode_Same Day",Southern Europe,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,Second Class,PENDING
